run,epoch,accuracy,loss,val_accuracy,val_loss
1,1,0.24764999747276306,2.0315194129943848,0.365200012922287,1.7237859964370728
1,2,0.3919000029563904,1.6625481843948364,0.44600000977516174,1.491532564163208
1,3,0.454025000333786,1.4938483238220215,0.492000013589859,1.39760160446167
1,4,0.5013750195503235,1.3837612867355347,0.5156000256538391,1.317588210105896
1,5,0.5365250110626221,1.2971447706222534,0.585099995136261,1.1540687084197998
1,6,0.5671499967575073,1.2184123992919922,0.6198999881744385,1.064116358757019
1,7,0.5877000093460083,1.1649771928787231,0.6256999969482422,1.0223573446273804
1,8,0.6061499714851379,1.114538550376892,0.6628000140190125,0.9535399675369263
1,9,0.6205999851226807,1.074294090270996,0.649399995803833,0.9953319430351257
1,10,0.6392999887466431,1.035197377204895,0.6575999855995178,0.9570589065551758
1,11,0.6469500064849854,1.0119752883911133,0.6216999888420105,1.070534348487854
1,12,0.658174991607666,0.9814794659614563,0.6581000089645386,0.9762172102928162
1,13,0.662024974822998,0.9656417965888977,0.7013999819755554,0.8530712723731995
1,14,0.6734750270843506,0.9431204199790955,0.684499979019165,0.9272633790969849
1,15,0.6796249747276306,0.9293403029441833,0.7214999794960022,0.7948651313781738
1,16,0.6837999820709229,0.9130316376686096,0.7049000263214111,0.8394510746002197
1,17,0.6901749968528748,0.8989592790603638,0.7095000147819519,0.8457863330841064
1,18,0.6945499777793884,0.8835310339927673,0.7164000272750854,0.829518735408783
1,19,0.6962249875068665,0.8729485273361206,0.7038999795913696,0.8612224459648132
1,20,0.7001000046730042,0.8720592856407166,0.7429999709129333,0.7521237730979919
1,21,0.7046250104904175,0.8648681640625,0.7317000031471252,0.7688802480697632
1,22,0.7040249705314636,0.8589610457420349,0.7232000231742859,0.7995539307594299
1,23,0.7107499837875366,0.8472902178764343,0.7210000157356262,0.8314753770828247
1,24,0.7107250094413757,0.8466278314590454,0.7096999883651733,0.8791135549545288
1,25,0.7120749950408936,0.8434322476387024,0.6956999897956848,0.9478026628494263
2,1,0.2672500014305115,1.9786814451217651,0.40049999952316284,1.6165647506713867
2,2,0.4075250029563904,1.6135241985321045,0.49149999022483826,1.3624863624572754
2,3,0.47862499952316284,1.4411120414733887,0.5447999835014343,1.2469559907913208
2,4,0.5278249979019165,1.3181020021438599,0.5703999996185303,1.1762545108795166
2,5,0.5616999864578247,1.2319831848144531,0.6049000024795532,1.09636390209198
2,6,0.5890750288963318,1.1633261442184448,0.5551999807357788,1.2965457439422607
2,7,0.6048750281333923,1.1098885536193848,0.6136000156402588,1.0843864679336548
2,8,0.6257749795913696,1.0676898956298828,0.6169000267982483,1.115189552307129
2,9,0.6356499791145325,1.0402090549468994,0.6500999927520752,0.9808759689331055
2,10,0.646049976348877,1.0111141204833984,0.670799970626831,0.9426370859146118
2,11,0.6558250188827515,0.9837616086006165,0.6804999709129333,0.9045674800872803
