run,epoch,accuracy,loss,val_accuracy,val_loss
1,1,0.36742499470710754,1.8065539598464966,0.48840001225471497,1.4297730922698975
1,2,0.5047500133514404,1.3953807353973389,0.5354999899864197,1.329982876777649
1,3,0.5559750199317932,1.2537310123443604,0.5852000117301941,1.1873775720596313
1,4,0.5887249708175659,1.1636872291564941,0.5961999893188477,1.1433335542678833
1,5,0.6190249919891357,1.0916887521743774,0.6110000014305115,1.1027601957321167
1,6,0.6383500099182129,1.0310137271881104,0.6173999905586243,1.0988460779190063
1,7,0.6581249833106995,0.977677047252655,0.6362000107765198,1.0444434881210327
1,8,0.677174985408783,0.9283533096313477,0.6470000147819519,1.0311574935913086
1,9,0.6906999945640564,0.8932296633720398,0.6406999826431274,1.049912452697754
1,10,0.7041000127792358,0.8502854704856873,0.6446999907493591,1.041459321975708
1,11,0.7154250144958496,0.8173432350158691,0.6592000126838684,0.9923399686813354
1,12,0.7286999821662903,0.7837271690368652,0.6585000157356262,1.0171486139297485
1,13,0.7350749969482422,0.7589570879936218,0.6664000153541565,0.9840723872184753
1,14,0.7473000288009644,0.7267788052558899,0.6765000224113464,0.9788271188735962
1,15,0.756850004196167,0.6996811628341675,0.6741999983787537,0.971971869468689
1,16,0.7657250165939331,0.6774541139602661,0.6802999973297119,0.9765597581863403
1,17,0.7724249958992004,0.655642569065094,0.6777999997138977,0.9980988502502441
1,18,0.7804999947547913,0.6356483101844788,0.6658999919891357,1.04194974899292
1,19,0.7834500074386597,0.6238634586334229,0.6740999817848206,1.0707643032073975
1,20,0.7947750091552734,0.6006733179092407,0.6779999732971191,1.0514227151870728
2,1,0.3840250074863434,1.7312489748001099,0.4855000078678131,1.483389139175415
2,2,0.510450005531311,1.3785158395767212,0.5601000189781189,1.251530408859253
2,3,0.5636500120162964,1.239469289779663,0.5845000147819519,1.170272946357727
2,4,0.5945249795913696,1.1449247598648071,0.6205999851226807,1.0861722230911255
2,5,0.621999979019165,1.0792649984359741,0.5958999991416931,1.1223448514938354
2,6,0.645425021648407,1.0198633670806885,0.620199978351593,1.0599513053894043
2,7,0.65972501039505,0.9711975455284119,0.6292999982833862,1.0653228759765625
2,8,0.6752750277519226,0.9316944479942322,0.6535999774932861,0.9898867011070251
2,9,0.6916249990463257,0.8852043151855469,0.6672999858856201,0.9705174565315247
2,10,0.701324999332428,0.8548707962036133,0.6581000089645386,1.0013365745544434
2,11,0.7142249941825867,0.8204392790794373,0.6607999801635742,0.9988176822662354
2,12,0.7233750224113464,0.7934322953224182,0.6705999970436096,0.9652776122093201
2,13,0.7322999835014343,0.7712530493736267,0.6633999943733215,0.9966425895690918
2,14,0.7436000108718872,0.7351018786430359,0.6689000129699707,0.9830885529518127
2,15,0.7511500120162964,0.7170193791389465,0.6753000020980835,0.9872598648071289
2,16,0.7575500011444092,0.6983516812324524,0.6705999970436096,0.9894139766693115
2,17,0.7668250203132629,0.6757724285125732,0.6800000071525574,0.997585654258728
3,1,0.3930250108242035,1.716657042503357,0.5121999979019165,1.40934419631958
3,2,0.5148000121116638,1.3632732629776,0.5442000031471252,1.2964069843292236
3,3,0.559499979019165,1.2501752376556396,0.5805000066757202,1.1778173446655273
3,4,0.5898749828338623,1.1595404148101807,0.6036999821662903,1.115539312362671
3,5,0.6201249957084656,1.09123957157135,0.5978999733924866,1.144556999206543
3,6,0.6373000144958496,1.0314185619354248,0.6377999782562256,1.0497413873672485
3,7,0.6607000231742859,0.9795418977737427,0.6449000239372253,1.0233488082885742
3,8,0.6747750043869019,0.9352227449417114,0.6474999785423279,1.0247139930725098
3,9,0.6871749758720398,0.8999599814414978,0.6495000123977661,1.0072376728057861
3,10,0.7006250023841858,0.8615880012512207,0.6470000147819519,1.0228397846221924
3,11,0.7114999890327454,0.8286406993865967,0.6297000050544739,1.0782406330108643
3,12,0.7215750217437744,0.7990622520446777,0.6718000173568726,0.9695231318473816
3,13,0.7328749895095825,0.7754632830619812,0.6599000096321106,1.0289392471313477
3,14,0.741349995136261,0.7397210597991943,0.6606000065803528,1.036988615989685
3,15,0.7512750029563904,0.7198963165283203,0.6697999835014343,0.9783080220222473
3,16,0.7595250010490417,0.6997392773628235,0.6854000091552734,0.9570149183273315
3,17,0.763949990272522,0.6797844171524048,0.6715999841690063,1.027809977531433
3,18,0.7736999988555908,0.6611474752426147,0.6658999919891357,1.0155686140060425
3,19,0.7777249813079834,0.6442158222198486,0.6783999800682068,0.9908850789070129
3,20,0.7857000231742859,0.6256874799728394,0.6762999892234802,1.0130679607391357
4,1,0.39237499237060547,1.7053635120391846,0.4796000123023987,1.4202381372451782
4,2,0.5180249810218811,1.3606725931167603,0.5473999977111816,1.280636191368103
4,3,0.5630999803543091,1.235738754272461,0.5898000001907349,1.1760003566741943
4,4,0.5966249704360962,1.1467801332473755,0.5985000133514404,1.1288061141967773
